LineId,Date,Time,Level,Component,Content
858,2016-09-28,04:30:51,Info,CBS,Session: 30546174_171486815 initialized by client WindowsUpdateAgent.
859,2016-09-28,04:30:51,Info,CBS,Read out cached package applicability for package: Package_for_KB2552343~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
860,2016-09-28,04:30:51,Info,CBS,Session: 30546174_171536818 initialized by client WindowsUpdateAgent.
861,2016-09-28,04:30:51,Info,CBS,Read out cached package applicability for package: Package_for_KB2532531~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 80 CurrentState:112
862,2016-09-28,04:30:51,Info,CBS,Session: 30546174_171646824 initialized by client WindowsUpdateAgent.
863,2016-09-28,04:30:51,Info,CBS,Read out cached package applicability for package: Package_for_KB2973112~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
864,2016-09-28,04:30:52,Info,CBS,Session: 30546174_172076849 initialized by client WindowsUpdateAgent.
865,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2653956~31bf3856ad364e35~amd64~~6.1.1.5 ApplicableState: 80 CurrentState:112
866,2016-09-28,04:30:52,Info,CBS,Session: 30546174_172126852 initialized by client WindowsUpdateAgent.
867,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB3101722~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
868,2016-09-28,04:30:52,Info,CBS,Session: 30546174_172246858 initialized by client WindowsUpdateAgent.
869,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB3155178~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
870,2016-09-28,04:30:52,Info,CBS,Session: 30546174_172276860 initialized by client WindowsUpdateAgent.
871,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2978120~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
872,2016-09-28,04:30:52,Info,CBS,Session: 30546174_172546876 initialized by client WindowsUpdateAgent.
873,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB3140245~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
874,2016-09-28,04:30:52,Info,CBS,Session: 30546174_172566877 initialized by client WindowsUpdateAgent.
875,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB3010788~31bf3856ad364e35~amd64~~6.1.1.1 ApplicableState: 112 CurrentState:112
876,2016-09-28,04:30:52,Info,CBS,Session: 30546174_172676883 initialized by client WindowsUpdateAgent.
877,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB982018~31bf3856ad364e35~amd64~~6.1.3.2 ApplicableState: 112 CurrentState:112
878,2016-09-28,04:30:52,Info,CBS,Session: 30546174_173216914 initialized by client WindowsUpdateAgent.
879,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2705219~31bf3856ad364e35~amd64~~6.1.2.0 ApplicableState: 112 CurrentState:112
880,2016-09-28,04:30:52,Info,CBS,Session: 30546174_173266917 initialized by client WindowsUpdateAgent.
881,2016-09-28,04:30:52,Info,CBS,Session: 30546174_173636938 initialized by client WindowsUpdateAgent.
882,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB3004375~31bf3856ad364e35~amd64~~6.1.3.1 ApplicableState: 112 CurrentState:112
883,2016-09-28,04:30:52,Info,CBS,Session: 30546174_176877123 initialized by client WindowsUpdateAgent.
884,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB3138378~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
885,2016-09-28,04:30:52,Info,CBS,Session: 30546174_176887124 initialized by client WindowsUpdateAgent.
886,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2506928~31bf3856ad364e35~amd64~~6.1.2.0 ApplicableState: 112 CurrentState:112
887,2016-09-28,04:30:52,Info,CBS,Session: 30546174_176917126 initialized by client WindowsUpdateAgent.
888,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2799926~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
889,2016-09-28,04:30:52,Info,CBS,Session: 30546174_176947127 initialized by client WindowsUpdateAgent.
890,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2491683~31bf3856ad364e35~amd64~~6.1.1.1 ApplicableState: 112 CurrentState:112
891,2016-09-28,04:30:52,Info,CBS,Session: 30546174_176967128 initialized by client WindowsUpdateAgent.
892,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2654428~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
893,2016-09-28,04:30:52,Info,CBS,Session: 30546174_177007131 initialized by client WindowsUpdateAgent.
894,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB3004361~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
895,2016-09-28,04:30:52,Info,CBS,Session: 30546174_177047133 initialized by client WindowsUpdateAgent.
896,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB3108371~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
897,2016-09-28,04:30:52,Info,CBS,Session: 30546174_177107136 initialized by client WindowsUpdateAgent.
898,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2892074~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
899,2016-09-28,04:30:52,Info,CBS,Session: 30546174_177417154 initialized by client WindowsUpdateAgent.
900,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2973351~31bf3856ad364e35~amd64~~6.1.1.1 ApplicableState: 112 CurrentState:112
901,2016-09-28,04:30:52,Info,CBS,Session: 30546174_179617280 initialized by client WindowsUpdateAgent.
902,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2729094~31bf3856ad364e35~amd64~~6.1.2.0 ApplicableState: 112 CurrentState:112
903,2016-09-28,04:30:52,Info,CBS,Session: 30546174_179737287 initialized by client WindowsUpdateAgent.
904,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2511455~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
905,2016-09-28,04:30:52,Info,CBS,Session: 30546174_179777289 initialized by client WindowsUpdateAgent.
906,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2564958~31bf3856ad364e35~amd64~~6.1.1.1 ApplicableState: 112 CurrentState:112
907,2016-09-28,04:30:52,Info,CBS,Session: 30546174_179827292 initialized by client WindowsUpdateAgent.
908,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB3045685~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
909,2016-09-28,04:30:52,Info,CBS,Session: 30546174_179897296 initialized by client WindowsUpdateAgent.
910,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2836943~31bf3856ad364e35~amd64~~6.1.2.0 ApplicableState: 80 CurrentState:112
911,2016-09-28,04:30:52,Info,CBS,Session: 30546174_180077306 initialized by client WindowsUpdateAgent.
912,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB2698365~31bf3856ad364e35~amd64~~6.1.1.2 ApplicableState: 112 CurrentState:112
913,2016-09-28,04:30:52,Info,CBS,Session: 30546174_180217314 initialized by client WindowsUpdateAgent.
914,2016-09-28,04:30:52,Info,CBS,Session: 30546174_180377324 initialized by client WindowsUpdateAgent.
915,2016-09-28,04:30:52,Info,CBS,Read out cached package applicability for package: Package_for_KB3031432~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 80 CurrentState:112
916,2016-09-28,04:30:52,Info,CBS,Session: 30546174_181797405 initialized by client WindowsUpdateAgent.
917,2016-09-28,04:30:53,Info,CBS,Read out cached package applicability for package: Package_for_KB3004375~31bf3856ad364e35~amd64~~6.1.3.1 ApplicableState: 112 CurrentState:112
918,2016-09-28,04:30:53,Info,CBS,Session: 30546174_184807577 initialized by client WindowsUpdateAgent.
919,2016-09-28,04:30:53,Info,CBS,Read out cached package applicability for package: Package_for_KB2928120~31bf3856ad364e35~amd64~~6.1.1.2 ApplicableState: 0 CurrentState:0
920,2016-09-28,04:30:53,Info,CBS,Session: 30546174_185287604 initialized by client WindowsUpdateAgent.
921,2016-09-28,04:30:53,Info,CBS,Read out cached package applicability for package: Package_for_KB3087039~31bf3856ad364e35~amd64~~6.1.1.4 ApplicableState: 80 CurrentState:112
922,2016-09-28,04:30:53,Info,CBS,Session: 30546174_185317606 initialized by client WindowsUpdateAgent.
923,2016-09-28,04:30:53,Info,CBS,Read out cached package applicability for package: Package_for_KB2736422~31bf3856ad364e35~amd64~~6.1.1.0 ApplicableState: 112 CurrentState:112
924,2016-09-28,04:30:53,Info,CBS,Session: 30546174_185407611 initialized by client WindowsUpdateAgent.
925,2016-09-28,04:30:53,Info,CBS,Read out cached package applicability for package: Package_for_KB3156019~31bf3856ad364e35~amd64~~6.1.1.1 ApplicableState: 112 CurrentState:112
926,2016-09-28,04:30:53,Info,CBS,Session: 30546174_185487616 initialized by client WindowsUpdateAgent.
927,2016-09-28,04:30:53,Info,CBS,Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4 ApplicableState: 112 CurrentState:112
928,2016-09-28,04:30:53,Info,CBS,Session: 30546174_186107651 initialized by client WindowsUpdateAgent.
929,2016-09-28,04:30:53,Info,CBS,Read out cached package applicability for package: Package_for_KB2862152~31bf3856ad364e35~amd64~~6.1.1.1 ApplicableState: 112 CurrentState:112
930,2016-09-28,04:30:53,Info,CBS,Session: 30546174_186137653 initialized by client WindowsUpdateAgent.
931,2016-09-28,04:30:53,Info,CBS,Read out cached package applicability for package: Package_for_KB2852386~31bf3856ad364e35~amd64~~6.1.1.3 ApplicableState: 112 CurrentState:112
932,2016-09-28,04:30:53,Info,CBS,Session: 30546174_186257660 initialized by client WindowsUpdateAgent.
933,2016-09-28,04:30:53,Info,CBS,Read out cached package applicability for package: Package_for_KB2647753~31bf3856ad364e35~amd64~~6.1.4.0 ApplicableState: 112 CurrentState:112
934,2016-09-28,04:30:53,Info,CBS,Session: 30546174_186297662 initialized by client WindowsUpdateAgent.
935,2016-09-28,04:30:53,Info,CBS,Read out cached package applicability for package: Package_for_KB3177467~31bf3856ad364e35~amd64~~6.1.1.1 ApplicableState: 112 CurrentState:112
936,2016-09-28,04:32:17,Info,CBS,Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION]
937,2016-09-28,04:40:53,Info,CBS,Reboot mark refs incremented to: 1
938,2016-09-28,04:40:53,Info,CBS,Scavenge: Starts
939,2016-09-28,04:40:53,Info,CSI,00000009@2016/9/27:20:40:53.744 CSI Transaction @0x47e9e0 initialized for deployment engine {d16d444c-56d8-11d5-882d-0080c847b195} with flags 00000002 and client id [10]\TI6.0_0:0/\
940,2016-09-28,04:40:53,Info,CBS,Scavenge: Begin CSI Store
941,2016-09-28,04:40:54,Info,CSI,0000000a Performing 1 operations; 1 are not lock/unlock and follow:
942,2016-09-28,04:40:54,Info,CSI,0000000b Store coherency cookie matches last scavenge cookie skipping scavenge.
943,2016-09-28,04:40:54,Info,CSI,0000000c ICSITransaction::Commit calling IStorePendingTransaction::Apply - coldpatching=FALSE applyflags=7
944,2016-09-28,04:40:54,Info,CSI,0000000d Creating NT transaction (seq 2) objectname [6]\(null)\
945,2016-09-28,04:40:54,Info,CSI,0000000e Created NT transaction (seq 2) result 0x00000000 handle @0xb8
946,2016-09-28,04:40:54,Info,CSI,0000000f@2016/9/27:20:40:54.786 CSI perf trace:
947,2016-09-28,04:40:54,Info,CBS,Scavenge: Completed disposition: 0X1
948,2016-09-28,04:40:54,Info,CSI,00000010@2016/9/27:20:40:54.787 CSI Transaction @0x47e9e0 destroyed
949,2016-09-28,04:40:55,Info,CBS,Reboot mark refs: 0
950,2016-09-28,04:40:55,Info,CBS,Idle processing thread terminated normally
951,2016-09-28,04:40:55,Info,CBS,Ending the TrustedInstaller main loop.
952,2016-09-28,04:40:55,Info,CBS,Starting TrustedInstaller finalization.
953,2016-09-28,04:40:55,Info,CBS,Ending TrustedInstaller finalization.
954,2016-09-29,00:00:44,Info,CBS,Starting TrustedInstaller initialization.
955,2016-09-29,00:00:44,Info,CBS,Loaded Servicing Stack v6.1.7601.23505 with Core: C:\\Windows\\winsxs\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\\cbscore.dll
956,2016-09-29,00:00:46,Info,CSI,00000001@2016/9/28:16:00:46.160 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fee5c39b6d @0x7fee5c0358f @0xffeee97c @0xffeed799 @0xffeedb2f)
957,2016-09-29,00:00:46,Info,CSI,00000002@2016/9/28:16:00:46.200 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fee5c86ade @0x7fee5c52984 @0x7fee5c03665 @0xffeee97c @0xffeed799)
958,2016-09-29,00:00:46,Info,CSI,00000003@2016/9/28:16:00:46.213 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fef9d98728 @0x7fef9d98856 @0xffeee474 @0xffeed7de @0xffeedb2f)
959,2016-09-29,00:00:46,Info,CBS,Ending TrustedInstaller initialization.
960,2016-09-29,00:00:46,Info,CBS,Starting the TrustedInstaller main loop.
961,2016-09-29,00:00:46,Info,CBS,TrustedInstaller service starts successfully.
962,2016-09-29,00:00:46,Info,CBS,SQM: Initializing online with Windows opt-in: False
963,2016-09-29,00:00:46,Info,CBS,SQM: Cleaning up report files older than 10 days.
964,2016-09-29,00:00:46,Info,CBS,SQM: Requesting upload of all unsent reports.
965,2016-09-29,00:00:46,Info,CBS,SQM: Failed to start upload with file pattern: C:\\Windows\\servicing\\sqm\\*_std.sqm flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]
966,2016-09-29,00:00:46,Info,CBS,SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL]
967,2016-09-29,00:00:46,Info,CBS,SQM: Queued 0 file(s) for upload with pattern: C:\\Windows\\servicing\\sqm\\*_all.sqm flags: 0x6
968,2016-09-29,00:00:46,Info,CBS,SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL]
969,2016-09-29,00:00:46,Info,CBS,No startup processing required TrustedInstaller service was not set as autostart or else a reboot is still pending.
970,2016-09-29,00:00:46,Info,CBS,NonStart: Checking to ensure startup processing was not required.
971,2016-09-29,00:00:46,Info,CSI,00000004 IAdvancedInstallerAwareStore_ResolvePendingTransactions (call 1) (flags = 00000004 progress = NULL phase = 0 pdwDisposition = @0x116fa70
972,2016-09-29,00:00:46,Info,CSI,00000005 Creating NT transaction (seq 1) objectname [6]\(null)\
973,2016-09-29,00:00:46,Info,CSI,00000006 Created NT transaction (seq 1) result 0x00000000 handle @0x218
974,2016-09-29,00:00:46,Info,CSI,00000007@2016/9/28:16:00:46.260 CSI perf trace:
975,2016-09-29,00:00:46,Info,CBS,NonStart: Success startup processing not required as expected.
976,2016-09-29,00:00:46,Info,CBS,Startup processing thread terminated normally
977,2016-09-29,00:00:46,Info,CBS,Loading offline registry hive: SOFTWARE into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SOFTWARE' from path '\\\\?\\GLOBALROOT\\Device\\HarddiskVolumeShadowCopy2\\Windows\\System32\\config\\SOFTWARE'.
978,2016-09-29,00:00:46,Info,CBS,Loading offline registry hive: SYSTEM into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SYSTEM' from path '\\\\?\\GLOBALROOT\\Device\\HarddiskVolumeShadowCopy2\\Windows\\System32\\config\\SYSTEM'.
979,2016-09-29,00:00:46,Info,CBS,Loading offline registry hive: SECURITY into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SECURITY' from path '\\\\?\\GLOBALROOT\\Device\\HarddiskVolumeShadowCopy2\\Windows\\System32\\config\\SECURITY'.
980,2016-09-29,00:00:46,Info,CBS,Loading offline registry hive: SAM into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SAM' from path '\\\\?\\GLOBALROOT\\Device\\HarddiskVolumeShadowCopy2\\Windows\\System32\\config\\SAM'.
981,2016-09-29,00:00:46,Info,CBS,Loading offline registry hive: COMPONENTS into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/COMPONENTS' from path '\\\\?\\GLOBALROOT\\Device\\HarddiskVolumeShadowCopy2\\Windows\\System32\\config\\COMPONENTS'.
982,2016-09-29,00:00:46,Info,CBS,Loading offline registry hive: DEFAULT into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/DEFAULT' from path '\\\\?\\GLOBALROOT\\Device\\HarddiskVolumeShadowCopy2\\Windows\\System32\\config\\DEFAULT'.
983,2016-09-29,00:00:46,Info,CBS,Loading offline registry hive: ntuser.dat into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Users/default/ntuser.dat' from path '\\\\?\\GLOBALROOT\\Device\\HarddiskVolumeShadowCopy2\\Users\\default\
